class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
downdog,0.5184529423713684,0.7423079013824463,-0.09767303615808487,0.9972221851348877,0.49666935205459595,0.7661895751953125,-0.14494282007217407,0.9946504235267639,0.4923255443572998,0.7634546756744385,-0.14540928602218628,0.9954891800880432,0.48870596289634705,0.7609989643096924,-0.14537304639816284,0.9963590502738953,0.4976026117801666,0.7681539058685303,-0.07365226000547409,0.9953734278678894,0.4942137598991394,0.766776978969574,-0.07429669052362442,0.9968135952949524,0.4909859299659729,0.7652581334114075,-0.07447473704814911,0.9963898062705994,0.4664493501186371,0.7336578965187073,-0.2761284410953522,0.9952781200408936,0.46896928548812866,0.7350935935974121,0.05240464210510254,0.9817963242530823,0.5172282457351685,0.7039846181869507,-0.13076600432395935,0.9850373864173889,0.5182052850723267,0.7061948776245117,-0.03910823166370392,0.9739387035369873,0.4626553952693939,0.6057523488998413,-0.3690067529678345,0.9994303584098816,0.46158918738365173,0.5979344844818115,0.22189851105213165,0.9960113763809204,0.3669922351837158,0.7880877256393433,-0.6221892833709717,0.9062603712081909,0.3824447691440582,0.7575040459632874,0.28831925988197327,0.006299052853137255,0.25253942608833313,0.9175522923469543,-0.6447961330413818,0.8746489882469177,0.27609121799468994,0.8698176145553589,0.023416627198457718,0.042707741260528564,0.21607276797294617,0.9239646196365356,-0.7178339958190918,0.8197792172431946,0.24618324637413025,0.8726330995559692,0.0004283408634364605,0.11686639487743378,0.20788979530334473,0.9181142449378967,-0.6810992956161499,0.7943758368492126,0.24319514632225037,0.8695837259292603,-0.05700761079788208,0.11918038874864578,0.21923208236694336,0.9146273136138916,-0.6302130818367004,0.7061814665794373,0.25155386328697205,0.8670510053634644,-0.011917890049517155,0.10588963329792023,0.6655548810958862,0.2630242109298706,-0.21010079979896545,0.9957218170166016,0.6574588418006897,0.271480530500412,0.20973500609397888,0.9958639144897461,0.7796493768692017,0.5482133626937866,-0.09957534819841385,0.21813996136188507,0.7684502005577087,0.5488055944442749,0.28182706236839294,0.001341292285360396,0.875363826751709,0.857580304145813,0.0067213536240160465,0.3071357309818268,0.8518278002738953,0.8303403854370117,0.46207696199417114,0.005926940590143204,0.9051511883735657,0.900371789932251,0.0028494829311966896,0.5663174390792847,0.8824623823165894,0.8743599653244019,0.47269755601882935,0.028666839003562927,0.789830207824707,0.9266389012336731,-0.1699879765510559,0.5018039345741272,0.781071662902832,0.8994783163070679,0.359470397233963,0.01931736059486866
downdog,0.5635983943939209,0.7796429991722107,-0.09568377584218979,0.9970114231109619,0.5821760296821594,0.7888424396514893,-0.08134878426790237,0.9863584637641907,0.5842908620834351,0.7862153053283691,-0.08176431059837341,0.993969202041626,0.5863361954689026,0.783657431602478,-0.08177028596401215,0.9862480759620667,0.582827091217041,0.7868466973304749,-0.13080203533172607,0.9917125701904297,0.5854241251945496,0.7828943133354187,-0.1312708705663681,0.9975486397743225,0.5883018374443054,0.7785395383834839,-0.13155345618724823,0.9954448938369751,0.5988436937332153,0.7518828511238098,-0.006809636950492859,0.9930551648139954,0.6021206974983215,0.7425364255905151,-0.23267877101898193,0.9952089190483093,0.55998694896698,0.7524538636207581,-0.05488407611846924,0.9757600426673889,0.561057984828949,0.7506569623947144,-0.12420453131198883,0.9828243255615234,0.5794839262962341,0.6579567193984985,0.08848249167203903,0.9975482821464539,0.5864313840866089,0.6238906383514404,-0.27242112159729004,0.9995006322860718,0.65355384349823,0.7821688055992126,0.14620979130268097,0.022191977128386497,0.6760057210922241,0.7791884541511536,-0.49189862608909607,0.9680831432342529,0.7533060312271118,0.8618983030319214,-0.038387928158044815,0.0504223108291626,0.7718249559402466,0.871547520160675,-0.5023799538612366,0.9675485491752625,0.7740710973739624,0.8707715272903442,-0.04129761829972267,0.1846015304327011,0.800427258014679,0.8863310217857361,-0.5649909973144531,0.9291636943817139,0.7790772914886475,0.8674805760383606,-0.09308815747499466,0.1973138153553009,0.8057880401611328,0.8793129920959473,-0.5263350009918213,0.915939211845398,0.7723401784896851,0.8675363063812256,-0.062160786241292953,0.18015055358409882,0.7962213754653931,0.8760278820991516,-0.49192920327186584,0.869199812412262,0.4180566668510437,0.3704984486103058,0.13569268584251404,0.9972710013389587,0.41161590814590454,0.333173543214798,-0.13609442114830017,0.9982895255088806,0.3059561848640442,0.598118782043457,0.14942395687103271,0.003989183343946934,0.30259838700294495,0.5915010571479797,-0.1183612123131752,0.6415021419525146,0.18470950424671173,0.8206301927566528,0.191657155752182,0.02901381254196167,0.17883582413196564,0.8227704763412476,-0.08468460291624069,0.7983173131942749,0.15788179636001587,0.8537321090698242,0.18706285953521729,0.11632931232452393,0.14960691332817078,0.8597853183746338,-0.08822107315063477,0.8515741229057312,0.25156736373901367,0.891436755657196,0.08288542926311493,0.10658663511276245,0.24740226566791534,0.8977916240692139,-0.2131243199110031,0.7630031108856201
downdog,0.6008012890815735,0.736962616443634,-0.039398904889822006,0.9970970153808594,0.6266199946403503,0.746767520904541,-0.012678239494562149,0.9862750768661499,0.6296307444572449,0.7427716851234436,-0.013178139925003052,0.9942507743835449,0.6330264806747437,0.7375823855400085,-0.013200758025050163,0.9863358736038208,0.6259848475456238,0.7469940781593323,-0.0902031660079956,0.9914592504501343,0.62842857837677,0.743668794631958,-0.09089130163192749,0.9977023005485535,0.6315919756889343,0.7388350367546082,-0.09130751341581345,0.9953018426895142,0.6467339992523193,0.7034139037132263,0.108960822224617,0.9949350953102112,0.6486160755157471,0.703511655330658,-0.24634988605976105,0.9965265393257141,0.5962535738945007,0.7032649517059326,0.023373212665319443,0.9853260517120361,0.5966913104057312,0.703898012638092,-0.08487021923065186,0.9879040122032166,0.628536581993103,0.5732585787773132,0.26956358551979065,0.9981662631034851,0.6262632608413696,0.597601056098938,-0.3352859914302826,0.9996603727340698,0.7222962379455566,0.7262033224105835,0.39413225650787354,0.03717907518148422,0.7219556570053101,0.7685835361480713,-0.640524685382843,0.9891407489776611,0.8169838190078735,0.8354390263557434,0.12786829471588135,0.2284374237060547,0.8416650295257568,0.9198316931724548,-0.6384299397468567,0.9930024743080139,0.8505141735076904,0.8498049974441528,0.12889689207077026,0.5700419545173645,0.8790549039840698,0.9374223351478577,-0.7273802757263184,0.9843393564224243,0.8577115535736084,0.851731538772583,0.04915891960263252,0.5962052345275879,0.8914633989334106,0.9313281178474426,-0.6659516096115112,0.9811679124832153,0.8429989814758301,0.8489075303077698,0.09082377701997757,0.5625541806221008,0.8780750036239624,0.9220357537269592,-0.618777871131897,0.9670025706291199,0.39443397521972656,0.2760881781578064,0.21421857178211212,0.996536374092102,0.38382285833358765,0.29041317105293274,-0.21480374038219452,0.9979526996612549,0.22887372970581055,0.5466871857643127,0.27723971009254456,0.008752141147851944,0.2231423705816269,0.5617234110832214,-0.16156165301799774,0.9174664616584778,0.10579091310501099,0.8101881742477417,0.43733125925064087,0.07367898523807526,0.09888273477554321,0.8301702737808228,-0.06340384483337402,0.9607391357421875,0.06969556212425232,0.8528869152069092,0.44165489077568054,0.2230328917503357,0.05979210138320923,0.8718931078910828,-0.06281829625368118,0.9654207229614258,0.20156243443489075,0.8766894936561584,0.2953428030014038,0.24425312876701355,0.1952296495437622,0.8968313932418823,-0.24346649646759033,0.9511535167694092
downdog,0.5431256294250488,0.7522470951080322,-0.09206904470920563,0.9942910671234131,0.5608353018760681,0.7731988430023193,-0.0730438157916069,0.9815598726272583,0.563724160194397,0.7715542912483215,-0.07348855584859848,0.9880367517471313,0.5670223236083984,0.7694031000137329,-0.07349980622529984,0.981393575668335,0.5609515905380249,0.7727289795875549,-0.1432400792837143,0.9896371960639954,0.5640758275985718,0.7709501385688782,-0.14374294877052307,0.9953108429908752,0.5682042241096497,0.7683606147766113,-0.14408421516418457,0.9938827753067017,0.5899843573570251,0.7447720766067505,0.03407447785139084,0.9884610176086426,0.5932128429412842,0.7422707080841064,-0.2862110137939453,0.9917984008789062,0.5441722869873047,0.7210005521774292,-0.03629046306014061,0.9635148644447327,0.5447429418563843,0.7213624715805054,-0.13325653970241547,0.9771950840950012,0.5963422656059265,0.6176413297653198,0.17379224300384521,0.9943289160728455,0.5899240970611572,0.619949221611023,-0.37839460372924805,0.9982625842094421,0.7004460096359253,0.7587370872497559,0.24373982846736908,0.025499476119875908,0.6972826719284058,0.7759183645248413,-0.6435619592666626,0.9312877655029297,0.7893314361572266,0.8651455640792847,0.043990928679704666,0.07101286947727203,0.8074741363525391,0.8954407572746277,-0.6666545271873474,0.9259761571884155,0.826854944229126,0.8713318705558777,0.03346690163016319,0.17589561641216278,0.8477941751480103,0.9040262699127197,-0.745884120464325,0.8638237714767456,0.835514485836029,0.8680458664894104,-0.02496953494846821,0.18725499510765076,0.8560957908630371,0.8962593078613281,-0.7088724970817566,0.8490790128707886,0.8208233118057251,0.8682318329811096,0.014430389739573002,0.1606687754392624,0.8404414653778076,0.893364667892456,-0.6575963497161865,0.7779688835144043,0.4224308133125305,0.28108999133110046,0.20441266894340515,0.9931764006614685,0.41271278262138367,0.27125465869903564,-0.20492389798164368,0.9953678846359253,0.3008125424385071,0.5561395883560181,0.2511545717716217,0.003118825377896428,0.29738056659698486,0.5569944381713867,-0.13060680031776428,0.4748562276363373,0.194349467754364,0.8081429600715637,0.36753541231155396,0.014597118832170963,0.1913204789161682,0.8121849298477173,-0.028730228543281555,0.6234892010688782,0.16743746399879456,0.8548717498779297,0.3700496554374695,0.05188507214188576,0.16053897142410278,0.8616505861282349,-0.02507365681231022,0.648021936416626,0.2774119973182678,0.8753464221954346,0.2306309938430786,0.045427922159433365,0.2731240391731262,0.8842244744300842,-0.19547955691814423,0.5660889148712158
downdog,0.3646377623081207,0.6955915689468384,-0.09978905320167542,0.9979687333106995,0.3399449586868286,0.7172996997833252,-0.15335287153720856,0.9965568780899048,0.33542782068252563,0.7143158912658691,-0.1538812518119812,0.9969396591186523,0.33115124702453613,0.7110943794250488,-0.1538989543914795,0.9978231191635132,0.3433125913143158,0.7188478112220764,-0.079245924949646,0.9968634843826294,0.3408924639225006,0.7169982194900513,-0.07999113202095032,0.99765944480896,0.3379088044166565,0.7151161432266235,-0.08021774142980576,0.9974992871284485,0.315164715051651,0.6775708198547363,-0.30274519324302673,0.9973243474960327,0.31911924481391907,0.6798056960105896,0.036296408623456955,0.9885214567184448,0.3660725951194763,0.6578888893127441,-0.13837744295597076,0.9909566044807434,0.36987054347991943,0.6621222496032715,-0.04388286918401718,0.9828596711158752,0.33151715993881226,0.5096838474273682,-0.4156205356121063,0.9995044469833374,0.34466832876205444,0.5302131175994873,0.21168547868728638,0.9957075119018555,0.24495422840118408,0.7204803228378296,-0.6579949855804443,0.8456771373748779,0.24553626775741577,0.7132582068443298,0.2464713603258133,0.005344913341104984,0.13637882471084595,0.8752822279930115,-0.6530848145484924,0.7615837454795837,0.153859943151474,0.8631077408790588,-0.030337467789649963,0.01615985296666622,0.09662216901779175,0.8913859724998474,-0.7276705503463745,0.7180763483047485,0.11385640501976013,0.878592848777771,-0.05455362796783447,0.0447743684053421,0.08940932154655457,0.882917046546936,-0.6902416944503784,0.6936812400817871,0.11017493158578873,0.8726634979248047,-0.11325782537460327,0.04570383206009865,0.10380777716636658,0.8749771118164062,-0.6387659311294556,0.6100533604621887,0.12372174859046936,0.864661455154419,-0.06757580488920212,0.04350137710571289,0.5665040612220764,0.14259299635887146,-0.22050367295742035,0.997042715549469,0.5695116519927979,0.1911369264125824,0.22024711966514587,0.9967435598373413,0.7169986963272095,0.46818557381629944,-0.13846400380134583,0.16469568014144897,0.706344485282898,0.4874214828014374,0.29840853810310364,0.0007956977351568639,0.8437322378158569,0.8093158602714539,-0.1053396612405777,0.29128843545913696,0.8181411027908325,0.7893816232681274,0.4466385543346405,0.003235870972275734,0.8863726854324341,0.8666825890541077,-0.11864949762821198,0.6447664499282837,0.859671413898468,0.8484129309654236,0.45290058851242065,0.01882043294608593,0.7440985441207886,0.9108186960220337,-0.31271475553512573,0.48467347025871277,0.7307583689689636,0.8949069380760193,0.3294585347175598,0.010149024426937103
downdog,0.24021412432193756,0.6787889003753662,-0.028748461976647377,0.9905155897140503,0.2247537076473236,0.6867775917053223,-0.06434864550828934,0.9851927757263184,0.22347253561019897,0.684857964515686,-0.06469851732254028,0.9851521253585815,0.222275510430336,0.6825689673423767,-0.06467169523239136,0.9892491102218628,0.2245701104402542,0.6874256730079651,-0.017756851390004158,0.9895254373550415,0.2233441025018692,0.685886561870575,-0.018333474174141884,0.9923837780952454,0.2220030575990677,0.6841075420379639,-0.018516892567276955,0.9933337569236755,0.21341940760612488,0.658882737159729,-0.16055947542190552,0.9880881905555725,0.21333414316177368,0.6598842740058899,0.051273707300424576,0.9764061570167542,0.24713633954524994,0.6570273041725159,-0.0526125431060791,0.970729649066925,0.24775363504886627,0.658009946346283,0.006171268876641989,0.9599884748458862,0.2286185771226883,0.5815473794937134,-0.23108744621276855,0.9989905953407288,0.22478735446929932,0.5700925588607788,0.1579940766096115,0.9944867491722107,0.17060503363609314,0.7286331057548523,-0.3926143944263458,0.7388168573379517,0.1696796417236328,0.7016884088516235,0.1659526824951172,0.003298958530649543,0.10555100440979004,0.8596358299255371,-0.3995240032672882,0.6680302619934082,0.11939969658851624,0.8007438778877258,-0.03424873575568199,0.013918147422373295,0.07915735244750977,0.868335485458374,-0.4510573744773865,0.6321635246276855,0.09412617236375809,0.8065260648727417,-0.0562145859003067,0.037789709866046906,0.07601270079612732,0.8588795065879822,-0.4235595166683197,0.5976072549819946,0.09153222292661667,0.8116462826728821,-0.09406761825084686,0.037575624883174896,0.08755820989608765,0.8571286797523499,-0.3890136182308197,0.4913294315338135,0.10187354683876038,0.812388002872467,-0.05876569077372551,0.03357872739434242,0.4173893928527832,0.35621654987335205,-0.13150088489055634,0.998819887638092,0.40708592534065247,0.3595562279224396,0.13131678104400635,0.998752236366272,0.5103700160980225,0.5746141076087952,-0.030820636078715324,0.25829270482063293,0.510094165802002,0.5735920667648315,0.19137699902057648,0.0017976699164137244,0.5766963958740234,0.78424471616745,0.07488669455051422,0.40883591771125793,0.5651320219039917,0.76664137840271,0.3292114734649658,0.006267817225307226,0.6009599566459656,0.8228700160980225,0.07620993256568909,0.6734979152679443,0.5843989849090576,0.801958441734314,0.3380989134311676,0.021609852090477943,0.5160991549491882,0.8315306901931763,-0.03559671714901924,0.5755940675735474,0.5053878426551819,0.8114849925041199,0.25222623348236084,0.017361082136631012
downdog,0.3721611499786377,0.7630325555801392,-0.13252633810043335,0.994855523109436,0.34838342666625977,0.7457811832427979,-0.17969244718551636,0.9928608536720276,0.34668058156967163,0.7394939661026001,-0.1801731139421463,0.9915212392807007,0.34546563029289246,0.7332261800765991,-0.18021570146083832,0.9950974583625793,0.35027602314949036,0.7486410140991211,-0.1104225292801857,0.9949354529380798,0.34961724281311035,0.744409441947937,-0.11117374151945114,0.9955553412437439,0.34877127408981323,0.7397663593292236,-0.11135833710432053,0.9963939785957336,0.35053151845932007,0.694624125957489,-0.3030160963535309,0.9939677715301514,0.3509312868118286,0.6992487907409668,0.011705771088600159,0.9865612387657166,0.38848212361335754,0.7428888082504272,-0.16298045217990875,0.9850881695747375,0.39328324794769287,0.7486486434936523,-0.0755988359451294,0.9753916263580322,0.3978545069694519,0.6217882633209229,-0.40843793749809265,0.9986264705657959,0.4021564722061157,0.614816427230835,0.18571746349334717,0.9910696744918823,0.27575376629829407,0.7864102125167847,-0.5922780632972717,0.6465428471565247,0.28456056118011475,0.7666372060775757,0.16974763572216034,0.0031912585254758596,0.1468002051115036,0.8988350629806519,-0.588508665561676,0.5326066017150879,0.1690780520439148,0.8808286190032959,-0.09850435703992844,0.008164577186107635,0.1094323992729187,0.9151368737220764,-0.6676737070083618,0.5003882646560669,0.13694578409194946,0.8924669027328491,-0.12928146123886108,0.020299486815929413,0.10524994134902954,0.9075967073440552,-0.6391586065292358,0.46541425585746765,0.1329907476902008,0.8898289203643799,-0.18195196986198425,0.019948309287428856,0.11728611588478088,0.9035763144493103,-0.5795366764068604,0.3750046491622925,0.14047649502754211,0.8885160684585571,-0.13312353193759918,0.01832461915910244,0.6159225702285767,0.2277609407901764,-0.21251124143600464,0.9964427351951599,0.6086165904998779,0.24567411839962006,0.21224939823150635,0.9964543581008911,0.7683157920837402,0.5434428453445435,-0.14559152722358704,0.1885111927986145,0.7582553625106812,0.5521386861801147,0.23052887618541718,0.0010566883720457554,0.8962881565093994,0.8639436960220337,-0.09218538552522659,0.2732066512107849,0.873422384262085,0.8291012048721313,0.3833310604095459,0.0033582423347979784,0.9357544779777527,0.9113314747810364,-0.10067390650510788,0.5506532192230225,0.9084808230400085,0.873137891292572,0.3916729986667633,0.015317872166633606,0.7894646525382996,0.9245081543922424,-0.30523812770843506,0.41989052295684814,0.7802148461341858,0.8862473368644714,0.25451982021331787,0.009403706528246403
downdog,0.4068527817726135,0.6522759199142456,-0.1161213368177414,0.9960565567016602,0.3867858648300171,0.6568699479103088,-0.15540428459644318,0.994175136089325,0.38395386934280396,0.6528148055076599,-0.15581896901130676,0.9948169589042664,0.3817574679851532,0.6489576101303101,-0.1558302491903305,0.996117353439331,0.38749071955680847,0.6595580577850342,-0.0979292169213295,0.9948794841766357,0.3850864768028259,0.6572702527046204,-0.09849848598241806,0.9961521029472351,0.3827226161956787,0.6548326015472412,-0.09867683798074722,0.9959339499473572,0.37333381175994873,0.6218420267105103,-0.26175472140312195,0.99570232629776,0.37312814593315125,0.6243100166320801,0.0014979526167735457,0.9827059507369995,0.411476194858551,0.6225508451461792,-0.1427624225616455,0.9856860041618347,0.41256123781204224,0.6261166334152222,-0.06946145743131638,0.9739066958427429,0.39182642102241516,0.5148054957389832,-0.35339775681495667,0.9992885589599609,0.3901064693927765,0.5251501798629761,0.15345950424671173,0.9949353337287903,0.31116190552711487,0.6391571164131165,-0.5817729234695435,0.7636555433273315,0.31086161732673645,0.6271287202835083,0.21643556654453278,0.004462040029466152,0.2139650136232376,0.7526800036430359,-0.6311407089233398,0.7001875042915344,0.228809654712677,0.7164130210876465,0.017940832301974297,0.028626319020986557,0.18170428276062012,0.7642614245414734,-0.6996229290962219,0.6568328738212585,0.2046993374824524,0.7190477252006531,-0.0016962524969130754,0.08221842348575592,0.17727068066596985,0.7606902122497559,-0.6696941256523132,0.6232565641403198,0.20154878497123718,0.7229530811309814,-0.04880780726671219,0.08301837742328644,0.18970707058906555,0.7565897107124329,-0.6211061477661133,0.5267696976661682,0.20869579911231995,0.7223851680755615,-0.011403946205973625,0.07464080303907394,0.5705482363700867,0.26841315627098083,-0.17721454799175262,0.9964413046836853,0.5652757287025452,0.28348544239997864,0.17696979641914368,0.9964600205421448,0.6721749901771545,0.4862569570541382,-0.0837889015674591,0.1280062049627304,0.6715337038040161,0.4857672452926636,0.2806171774864197,0.0011834854958578944,0.7726809978485107,0.7007725238800049,0.012384301982820034,0.19463352859020233,0.7617107033729553,0.6855508685112,0.42738083004951477,0.00499702338129282,0.8020920753479004,0.7447464466094971,0.010425404645502567,0.4651850759983063,0.7878656387329102,0.727443516254425,0.4356326460838318,0.026195304468274117,0.7076314687728882,0.7633935809135437,-0.13290613889694214,0.3484750986099243,0.7026851177215576,0.7399933338165283,0.3399864733219147,0.014737868681550026
downdog,0.5479350090026855,0.7727615833282471,-0.023285873234272003,0.9915579557418823,0.5728995203971863,0.7859746217727661,-0.011976300738751888,0.965369701385498,0.5770391821861267,0.7818357348442078,-0.012593673542141914,0.987536609172821,0.5809062719345093,0.7772889137268066,-0.012626291252672672,0.9671562910079956,0.570830225944519,0.787055253982544,-0.05984407290816307,0.9771982431411743,0.5732618570327759,0.7841209769248962,-0.060472067445516586,0.994218111038208,0.5761061906814575,0.7803913354873657,-0.060804177075624466,0.9869547486305237,0.5992463827133179,0.7431703805923462,0.053772494196891785,0.986979603767395,0.5961689949035645,0.7450628280639648,-0.1652185022830963,0.9875277876853943,0.5443547964096069,0.7427419424057007,0.017497481778264046,0.9456488490104675,0.5443084239959717,0.7438173294067383,-0.05086253583431244,0.9533442854881287,0.5799778699874878,0.6182588338851929,0.11043225228786469,0.9970341920852661,0.5746427178382874,0.6164658069610596,-0.1670960634946823,0.9990631937980652,0.6711493134498596,0.7758857011795044,0.181442990899086,0.017575038596987724,0.6861856579780579,0.7959659695625305,-0.3818559944629669,0.9733909368515015,0.7937687635421753,0.8767840266227722,0.006874589715152979,0.047375500202178955,0.8136582970619202,0.8982207775115967,-0.32772237062454224,0.9606823325157166,0.8254888653755188,0.8909364342689514,0.006838830653578043,0.20042747259140015,0.8536260724067688,0.9179667830467224,-0.38011088967323303,0.9273033738136292,0.8329273462295532,0.8870275020599365,-0.041991010308265686,0.21142908930778503,0.8605732917785645,0.9085402488708496,-0.34244468808174133,0.9163087010383606,0.8234034776687622,0.8851479887962341,-0.014004993252456188,0.18924464285373688,0.8485327959060669,0.9024540185928345,-0.31673893332481384,0.886452853679657,0.38759854435920715,0.23605144023895264,0.1099485456943512,0.998309850692749,0.3719242811203003,0.21600177884101868,-0.11068277060985565,0.9988338351249695,0.2956979274749756,0.5253047943115234,0.1899324208498001,0.008166098967194557,0.27440106868743896,0.5260157585144043,-4.709939821623266e-05,0.8544802665710449,0.2289963662624359,0.818347692489624,0.31388893723487854,0.08239542692899704,0.21011629700660706,0.84441077709198,0.0687635987997055,0.9549797773361206,0.20297211408615112,0.8654342889785767,0.31869304180145264,0.2887114882469177,0.18278177082538605,0.8865237832069397,0.07117203623056412,0.9708040356636047,0.32308852672576904,0.8960092663764954,0.2388354241847992,0.2896946668624878,0.3104829788208008,0.9136871099472046,-0.02637685462832451,0.9606878161430359
downdog,0.4799615740776062,0.7168152332305908,-0.07008814066648483,0.9986820816993713,0.45448464155197144,0.7347875833511353,-0.11777091771364212,0.9972376823425293,0.45060521364212036,0.7320995926856995,-0.1182689443230629,0.9978105425834656,0.447468638420105,0.7297237515449524,-0.11825444549322128,0.9981676340103149,0.45863407850265503,0.7374916076660156,-0.04683464393019676,0.9976487755775452,0.45673397183418274,0.7360333204269409,-0.0475136898458004,0.998491644859314,0.45453011989593506,0.7345094084739685,-0.04766988009214401,0.9981777667999268,0.4375379681587219,0.7014777660369873,-0.2540757954120636,0.997769832611084,0.4388866126537323,0.7032393217086792,0.0715499073266983,0.9909965991973877,0.48439913988113403,0.6858663558959961,-0.10508314520120621,0.9927351474761963,0.48749643564224243,0.6909267902374268,-0.014409733936190605,0.9879034161567688,0.4578588604927063,0.5830755233764648,-0.36616626381874084,0.9996753931045532,0.44894224405288696,0.5722607970237732,0.24500839412212372,0.9972361922264099,0.3677726686000824,0.7437266111373901,-0.6434221863746643,0.9173818826675415,0.3649829626083374,0.7214468717575073,0.30311134457588196,0.005761030130088329,0.24707648158073425,0.8699039220809937,-0.6727548241615295,0.8591349124908447,0.2581902742385864,0.8336080312728882,0.026838544756174088,0.027454204857349396,0.214878112077713,0.882445216178894,-0.7509312629699707,0.8116135001182556,0.2287907600402832,0.8409782648086548,0.006480518262833357,0.08437531441450119,0.20826461911201477,0.8757340312004089,-0.7076714038848877,0.7849712371826172,0.22634008526802063,0.8419978618621826,-0.05392530560493469,0.08651091903448105,0.2208288013935089,0.8728121519088745,-0.655968427658081,0.7004093527793884,0.23593389987945557,0.8404759764671326,-0.010018379427492619,0.0788382962346077,0.6640005707740784,0.27613887190818787,-0.2148597091436386,0.9975301623344421,0.6574869155883789,0.279320627450943,0.2146070897579193,0.9974287152290344,0.7894188761711121,0.5564919710159302,-0.12505361437797546,0.31389689445495605,0.7892998456954956,0.5532189607620239,0.25107765197753906,0.001172634307295084,0.9236322045326233,0.8187967538833618,-0.06505974382162094,0.43975740671157837,0.9001981019973755,0.8028683662414551,0.39969131350517273,0.005977031774818897,0.9661427736282349,0.8611875772476196,-0.07596328854560852,0.7582165002822876,0.9407241344451904,0.8400765061378479,0.4053880572319031,0.03230617940425873,0.8489886522293091,0.8972231149673462,-0.2680632472038269,0.6603714227676392,0.8386203050613403,0.87479168176651,0.2749033272266388,0.02141491137444973
